# 공급사에 보낸 인증·기술자료 요청 메일 전수 판독 대장. 1행 = (모델 표기 × 자료유형) 1건
"# 판독 대상: 공급사·인증기관 수신 발송메일 5,346통에서 추린 요청 후보 325통 (요청 메일 288통 / 요청 항목 549건)"
# 현재보유: 보유=조회엔진이 문서를 찾음 / 미보유=마크 X 또는 모델이 지식베이스 미등재 / 판정불가=모델 미특정·제품군 모호
# 확정여부: 확정 외(추정…)는 모델 해석 또는 인증서 적용범위가 추정이라는 뜻 — 고객 제출 전 적용범위 확인 필요
# 마크: O=완제품 단위 인증서 / 자재=자재별 성적서 묶음 / *=라인 인증서 추론 매핑 / 전사=제조사 단위 인증 / X=없음
# 자료유형 기타(Other-cert): FCC·ETL·IP67/68·원산지증명·공장등록증·LSZH 난연·CCC 등 매핑표 밖 요청. manifest Other-cert 축으로 판정
"# 정렬: 미보유 → 판정불가 → 보유, 그 다음 모델명·자료유형"
모델,제품군,매칭경로,확정여부,자료유형,현재보유,마크,요청횟수,최초요청,최근요청,수신처,대표 메일제목,근거문구
LSP-GIC-FKTMT,LSP-GIC-FKTMT,exact,확정,Data sheet,보유,O,2,2021-05-12,2021-11-09,BOR Cable (Mr Gu),Data sheet and Rohs for keystone Coupler,We need the Data sheet and Rohs sheet about below product. 2. LSP-GIC-FKTMT
LSP-GIC-FKTMT,LSP-GIC-FKTMT,exact,확정,RoHS,보유,O,1,2021-11-09,2021-11-09,BOR Cable (Mr Gu),Data sheet and Rohs for keystone Coupler,We need the Data sheet and Rohs sheet about below product. 2. LSP-GIC-FKTMT
LSP-GIC-UJW,LSP-GIC-UJW,exact,확정,Fluke test,보유,O,1,2023-05-16,2023-05-16,BOR Cable (Mr Gu),RE: test report for LSP-GIC-UJW,"If possible, Please send Fluke test report."
LSP-GIC-UJW,LSP-GIC-UJW,exact,확정,RoHS,보유,O,1,2023-05-12,2023-05-12,BOR Cable (Mr Gu),RE: test report for LSP-GIC-UJW,And please send ROSH sheet too.
LSP-GIC-UJW,LSP-GIC-UJW,exact,확정,Test report,보유,O,2,2023-05-12,2023-05-12,BOR Cable (Mr Gu),RE: test report for LSP-GIC-UJW,Re send. (제목: RE: test report for LSP-GIC-UJW)
LSP-GKTVM-F1MT,LSP-GKTVM-F1MT,exact,확정,Data sheet,보유,O,1,2022-03-08,2022-03-08,BOR Cable (Mr Gu),Data sheet - Keystone jack,We need data sheet below products. 1. LSP-GKTVM-F1MT
LSP-WP8DS-C6,LSP-WP8DS-C6,exact,확정,Data sheet,보유,O,2,2020-10-23,2023-03-07,BOR Cable (Mr Gu),Data sheet for LSP-WP8DS-C6,Could you please send data sheet about LSP-WP8DS-C6?
LSP-WP8DS-C6A,LSP-WP8DS-C6A,exact,확정,CE,보유,O,2,2022-02-22,2022-08-30,BOR Cable (Mr Gu),ROHS2.0 and CE certificate for WP8DS-C6A,Could you please send the ROHS 2.0 and CE sheet for LSP-WP8DS-C6A?
LSP-WP8DS-C6A,LSP-WP8DS-C6A,exact,확정,RoHS,보유,O,1,2022-08-30,2022-08-30,BOR Cable (Mr Gu),ROHS2.0 and CE certificate for WP8DS-C6A,Could you please send the ROHS 2.0 and CE sheet for LSP-WP8DS-C6A?
LSP-WP8DS-C6A,LSP-WP8DS-C6A,exact,확정,기타(Other-cert),보유,O,1,2022-02-22,2022-02-22,BOR Cable (Mr Gu),Certificate,"(Water proof, CE, COC)"
